Data;Sklep;Kategoria;Produkt;Ilość; Cena za szt ;Ilość ml|g | cm;Ilość w opakowaniu; Zwrot ; Dostawa ;Link; Komentarz 
05.02.2024;Lidl;Żywność;Cebula żółta luz;1;1,94 zł;388;;;;;   
05.02.2024;Lidl;Żywność;Chleb włoski;1;3,99 zł;;;;;;   
05.02.2024;Lidl;Żywność;Hummus z suszonymi pomidorami 160g;1;3,99 zł;160;;;;;   
05.02.2024;Lidl;Żywność;Jajka regionalne z wolnego wybiegu;1;10,99 zł;;10;;;;   
05.02.2024;Lidl;Żywność;Monte 150g;2;1,99 zł;150;;;;;   
05.02.2024;Lidl;Żywność;Wafle w stylu Holenderskim Sondey 400g;1;8,94 zł;400;;;;;   
05.02.2024;Lidl;Żywność;Woda Saguaro Muszyńskie magnez + wapń 1.5L;1;10,14 zł;9000;6;;;;   
06.02.2024;Biedronka;Żywność;Gotowe danie Gyros | Hortex | 450g;2;11,99 zł;450;;;;;   
06.02.2024;Biedronka;Żywność;Kabanosy exclusive Tarczyński;2;3,74 zł;105;;;;;   
06.02.2024;Lidl;Alkohol;Piwo Somersby Blackberry 0,5L 0%;1;5,59 zł;500;;;;;   
06.02.2024;Lidl;Alkohol;Piwo Somersby Mango 0.5L 0%;1;5,59 zł;500;;;;;   
06.02.2024;Lidl;Żywność;Cebula żółta luz;1;1,12 zł;224;;;;;   
06.02.2024;Lidl;Żywność;Donut Milka;1;2,79 zł;;;;;;   
06.02.2024;Lidl;Żywność;Donut Oreo;1;2,69 zł;;;;;;   
06.02.2024;Lidl;Żywność;Donut Pinky;1;0,01 zł;;;;;;   
06.02.2024;Lidl;Żywność;Donut z mango;1;2,37 zł;;;;;;   
06.02.2024;Lidl;Żywność;Hummus 220g;1;5,95 zł;;;;;;   
06.02.2024;Lidl;Żywność;Jajka regionalne z wolnego wybiegu | Złota Nioska;2;10,49 zł;220;;;;;   
06.02.2024;Lidl;Żywność;Szynka konserwowa PIKOK 200g;2;3,78 zł;200;16;;;;   
07.02.2024;Allegro;Zakupy;Kubek filiżanka Jumbo szkło hartowane 500 ml;1;9,85 zł;;; - ;9,99 zł;https://allegro.pl/oferta/kubek-filizanka-jumbo-szklo-hartowane-500-ml-15116738725; Za mały 
07.02.2024;Biedronka;Żywność;Barszcz czerwony | Nasze Smaki | 480ml;1;2,66 zł;480;;;;;   
07.02.2024;Biedronka;Żywność;Tortellini z prosciutto i serem | Rana 250g;1;7,49 zł;250;;;;;   
07.02.2024;Kaufland;Zakupy;Chochla do zupy 140ml;1;6,99 zł;;;;;;   
07.02.2024;Kaufland;Zakupy;Łopatka drewniana;3;5,99 zł;;;;;;   
07.02.2024;Kaufland;Zakupy;Miska Salaterka 17cm 700/1000ml;2;15,99 zł;;;;;;   
07.02.2024;Kaufland;Zakupy;Zestaw kieliszków do wódki 25ml;1;19,99 zł;;6;;;;   
07.02.2024;Lidl;Żywność;Chleb włoski;1;3,99 zł;;;;;;   
07.02.2024;Lidl;Żywność;Chleb włoski;1;3,99 zł;;;;;;   
07.02.2024;Lidl;Żywność;Herbata Duo;1;4,49 zł;;;;;;   
07.02.2024;Lidl;Żywność;Hummus paprykowy Vamondo 160g;1;3,99 zł;160;;;;;   
07.02.2024;Lidl;Żywność;Hummus pasta warzywna;1;3,99 zł;;;;;;   
07.02.2024;Lidl;Żywność;Kasza Kuskus z pszenicy durum Kuchnia Lidla 300g;1;2,99 zł;300;;;;;   
07.02.2024;Lidl;Żywność;Kopytka Chef Select XXL 1kg;1;10,96 zł;1000;;;;;   
07.02.2024;Lidl;Żywność;Ksylitol | Sante | 250g;1;10,99 zł;250;;;;;   
07.02.2024;Lidl;Żywność;Piwo Somersby Blackberry 0,5L 0%;1;5,59 zł;500;;;;;   
07.02.2024;Lidl;Żywność;Piwo Somersby Mango 0.5L 0%;1;5,59 zł;500;;;;;   
07.02.2024;Lidl;Żywność;Smalec z boczkiem i cebulką | Regionalne Szlaki 250g;1;3,99 zł;250;;;;;   
07.02.2024;Lidl;Żywność;Sos pieczeniowy jasny Kania 30g;2;1,29 zł;30;;;;;   
07.02.2024;PKP Intercity;Usługi;Bilet na pociąg Kraków-Poznań;1;76,00 zł;;;;;; Adam 
07.02.2024;PKP Intercity;Usługi;Bilet na pociąg Poznań-Kraków;1;114,73 zł;;;;;;   
07.02.2024;Rossmann;Higiena;Pasta do zębów Colgate Advanced White Charcoal 75ml;1;9,99 zł;75;;;;;   
08.02.2024;Biedronka;Żywność;Ciastko jabłkowe;2;2,66 zł;95;;;;;   
08.02.2024;Biedronka;Żywność;Mięso mielone z szynki wieprzowej | 500g;1;11,48 zł;500;;;;;   
08.02.2024;Biedronka;Żywność;Napój Bananowy Riviva ;1;2,79 zł;1000;;;;;   
08.02.2024;Biedronka;Żywność;Napój Kaktusowy Riviva;1;2,79 zł;1000;;;;;   
08.02.2024;Sevi Kebab;Żywność;Kebab mały na talerzu;2;20,80 zł;;;;;;   
09.02.2024;Biedronka;Żywność;Cola original zero;2;3,99 zł;1500;;;;;   
09.02.2024;Biedronka;Żywność;Cytryna luz;1;8,56 zł;1225;7;;;; Wykorzystałem 6 cytryn, 2x5x50ml = 500ml wódki : 500ml soku : 500ml syropu 
09.02.2024;Biedronka;Żywność;Herbata Ananas gruszka Remsey 40g;2;3,29 zł;40;20;;;;   
09.02.2024;Biedronka;Żywność;Herbata cytryna, imbir, miód Remsey 40g;1;3,36 zł;40;20;;;;   
09.02.2024;Biedronka;Żywność;Herbata malina, imbir, rokitnik Remsey 40g;1;3,37 zł;40;20;;;;   
09.02.2024;Krawcowa;Usługi;Skrócenie spodni i zaszycie kroku  - Adam;1;50,00 zł;;;;;;   
09.02.2024;Lidl;Żywność;Kopytka Chef Select XXL 1kg;1;10,96 zł;1000;;;;;   
09.02.2024;Lidl;Żywność;Sos pieczeniowy jasny Kania 30g;2;1,29 zł;30;;;;;   
09.02.2024;Stacja Orlen;Żywność;Woda cytrynowa żywiec zdrój 1,2L;1;7,59 zł;1200;;;;;   
10.02.2024;Biedronka;Żywność;Cytryna luz;1;10,83 zł;1550;10;;;;   
10.02.2024;HAH;Usługi;Szatnia HAH;1;5,00 zł;;;;;;   
10.02.2024;HAH;Usługi;Wejście do HAHu;2;15,00 zł;;;;;;   
10.02.2024;Lidl;Alkohol;Wódka Stock 40% 700ml;1;39,99 zł;700;;;;;   
10.02.2024;Lidl;Żywność;Cebula żółta luz;1;1,50 zł;300;;;;;   
10.02.2024;Lidl;Żywność;Kopytka Chef Select XXL 1kg;1;5,48 zł;1000;;;;;   
10.02.2024;Lidl;Żywność;Polędwica z piersi kurczaka Pikok XXL 250g;1;4,99 zł;250;;;;;   
10.02.2024;Lidl;Żywność;Sos pieczeniowy ciemny Kania 30g;2;1,29 zł;30;;;;;   
10.02.2024;Lokum;Alkohol;Piwo z sokiem;2;14,00 zł;;;;;;   
10.02.2024;Stodola Kebap 'N Grill;Żywność;Rollo Plus 200g;1;34,99 zł;200;;;;;   
10.02.2024;Świstak Kebab;Żywność;Rollo Plus 200g;1;32,00 zł;200;;;;;   
11.02.2024;HAH;Alkohol;Piwo z sokiem;1;15,00 zł;;;;;;   
12.02.2024;Allegro;Prezent;KUBEK FILIŻANKA JUMBO BIAŁA DUŻA LUMINARC 600/700 ml;1;34,00 zł;;;;9,99 zł;https://allegro.pl/oferta/kubek-filizanka-jumbo-biala-duza-luminarc-700-ml-13781234143; Dla Adama na Walentynki 
12.02.2024;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka L;1;10,49 zł;;10;;;;   
12.02.2024;Biedronka;Żywność;Kebab z kurczaka z warzywami | Danie Ekspress | 600g;2;10,94 zł;600;;;;;   
13.02.2024;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka L;2;10,49 zł;;10;;;;   
13.02.2024;Biedronka;Żywność;Woda lekko gazowana Polaris naturalna woda mineralna 1.5L 6szt;1;7,14 zł;9000;6;;;;   
13.02.2024;Steam;Gry;Gra Portal;1;3,44 zł;;;;;; W zestawie taniej (Już miałem Portal 2 dlatego zestaw miał tylko Portal 1) 
13.02.2024;Steam;Prezent;Gra Portal;1;4,59 zł;;;;;; Dla Adama na Walentynki 
14.02.2024;Biedronka;Alkohol;Piwo Somersby Pear 0.4L 0%;4;5,59 zł;400;;;;;   
14.02.2024;Fryzjer;Fryzjer;Strzyżenie boków| Luiza Wieczorek;1;25,00 zł;;;;;;   
15.02.2024;Biedronka;Żywność;Przekąska kurczak curry 95g;2;3,59 zł;95;;;;;   
16.02.2024;Biedronka;Żywność;Cebula żółta luz;1;2,12 zł;545;4;;;;   
16.02.2024;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka L;3;10,49 zł;;10;;;;   
16.02.2024;Biedronka;Żywność;Kebab z kurczaka z warzywami | Danie Ekspress | 600g;2;10,94 zł;600;;;;;   
16.02.2024;Biedronka;Żywność;Szynka konserwowa Kraina Wędlin 200g;2;4,49 zł;200;;;;;   
16.02.2024;Biedronka;Żywność;Woda lekko gazowana Polaris naturalna woda mineralna 1.5L 6szt;1;7,14 zł;9000;6;;;;   
17.02.2024;Biedronka;Energetyki;Energetyk Be Power Apple-Jackfruit  500ml;1;3,19 zł;500;;;;;   
17.02.2024;Biedronka;Energetyki;Energetyk Be Power Lulo 500ml;1;3,19 zł;500;;;;;   
17.02.2024;Biedronka;Żywność;Bakerolls pizza 150g;2;5,99 zł;150;;;;;   
17.02.2024;Biedronka;Żywność;Kebab z kurczaka z warzywami | Danie Ekspress | 600g;1;10,94 zł;600;;;;;   
17.02.2024;Biedronka;Żywność;Ketchup Pikantny | Kotlin 450g;1;6,59 zł;450;;;;;   
17.02.2024;Biedronka;Żywność;Nudle pomidorowe pikantne 63g | Knor;5;2,56 zł;63;;;;;   
17.02.2024;Biedronka;Żywność;Płatki kukurydziane Nestle 500g;2;8,49 zł;500;;;;;   
17.02.2024;Biedronka;Żywność;Śmietana 12% Mleczna Dolina | 330g;1;2,99 zł;330;;;;;   
20.02.2024;Allegro;Prezent;GOLARKA DO UBRAŃ ODZIEŻY TKANIN PHILIPS GC026/80;1;42,49 zł;;;;9,99 zł;;   
20.02.2024;Castorama;Zakupy;Kłódka Gerda SECURE KSWS S30;1;23,98 zł;;;;;;   
20.02.2024;Lidl;Alkohol;Piwo Somersby Blackcurrant & Lime  0,4L 0%;1;5,59 zł;400;;;;;   
20.02.2024;Lidl;Alkohol;Piwo Somersby Mango & Lime 0.4L 4.5%;1;5,59 zł;400;;;;;   
20.02.2024;Lidl;Żywność;Jajka regionalne z wolnego wybiegu | Złota Nioska;3;10,99 zł;;;;;;   
20.02.2024;Lidl;Żywność;Mleko świeże Pilos 2% 1L;1;1,59 zł;1000;;;;;   
20.02.2024;Lidl;Żywność;Szynka konserwowa Kraina Wędlin 200g;2;6,49 zł;200;;;;;   
20.02.2024;Pasmanteria Duo;Zakupy;Nić czarna ariadna 200m;1;4,20 zł;200000;;;;;   
21.02.2024;Action;Zakupy;Rękawiczki Kaytan running gloves do ekranów dotykowych S/M;1;17,95 zł;;;;;;   
21.02.2024;Action;Żywność;Reese's Peanut butter cups 4x42.5g 170g;1;17,95 zł;170;;;;;   
21.02.2024;Lidl;Żywność;Granola zimowa z białą czekoladą | Crownfield | 250g;1;5,99 zł;250;;;;;   
21.02.2024;Lidl;Żywność;Mandarynki luz;1;3,60 zł;400;;;;;   
21.02.2024;Lidl;Żywność;Mleko świeże Pilos 2% 1L;2;1,59 zł;1000;;;;;   
21.02.2024;Telakces.com;Telefon;Folia ochronna na telefon;1;109,00 zł;;;;;; w Avenidzie (najdroższa była za 149 a ta ciut tańsza 109) | 2 marca wymienione na nowe (spytałem po prostu czy jest szansa na wymianę folii i pokazałem tylko telefon i nic więcej) 
22.02.2024;Allegro;Rower;Smar Olej Finish Line 60 ml - Cross Country WET;1;24,50 zł;60;;;8,99 zł;https://allegro.pl/moje-allegro/zakupy/kupione/7b9e3ab7-b0be-338e-b484-ce2c84cfbf53/oferta/fa61b990-d188-11ee-8580-9dcd8e132032;   
22.02.2024;Allegro;Zakupy;Patelnia aluminiowa Florina Moreno 30 cm indukcja;1;87,49 zł;;;; -   zł ;https://allegro.pl/oferta/patelnia-aluminiowa-florina-moreno-30-cm-indukcja-11500925768; Adam kupił bo ma SMART 
22.02.2024;Allegro;Żywność;KFD PREMIUM WPI 90 - BIAŁKO IZOLAT - Biała czekolada 700g;1;80,00 zł;700;;; -   zł ;https://allegro.pl/oferta/kfd-premium-wpi-90-bialko-izolat-100-iso-whey-7147593555; Adam Kupował 2  
22.02.2024;Biedronka;Żywność;Kebab z kurczaka z warzywami | Danie Ekspress | 600g;2;10,94 zł;600;;;;;   
22.02.2024;Biedronka;Żywność;Przekąska kurczak curry 95g;2;3,99 zł;95;;;;;   
22.02.2024;Biedronka;Żywność;Przyprawa do ryb | Kamis 15g;1;1,99 zł;20;;;;;   
22.02.2024;Biedronka;Żywność;Przyprawa Papryka wędzona Kamis 20g;2;1,99 zł;20;;;;;   
22.02.2024;Biedronka;Żywność;Przyprawa Suszone pomidory | Kamis 15g;2;1,99 zł;15;;;;;   
22.02.2024;Well Fitness;Usługi;Karnet przedpłacony nocny;1;79,00 zł;;;;;;   
26.02.2024;Lidl;Alkohol;Piwo Somersby Blackcurrant & Lime  0,4L 0%;1;5,59 zł;400;;;;;   
26.02.2024;Lidl;Alkohol;Piwo Somersby Mango 0.4L 0%;1;5,59 zł;400;;;;;   
26.02.2024;Lidl;Żywność;Bułka z ziemniaczana z ziarnami;4;1,29 zł;;;;;;   
27.02.2024;Krawcowa;Usługi;Naprawa tylnych kieszeni w spodniach z dziurami od Adama;1;20,00 zł;;;;;;   
27.02.2024;Lidl;Żywność;Mleko świeże Pilos 2% 1L;1;1,79 zł;1000;;;;;   
27.02.2024;Rossmann;Higiena;Nivea Men - Active Clean 500ml;1;12,79 zł;500;;;;;   
28.02.2024;Biedronka;Żywność;Bakerolls pizza 150g;1;5,99 zł;150;;;;;   
28.02.2024;Biedronka;Żywność;Gotowe danie Gyros | Hortex | 450g;2;10,99 zł;450;;;;;   
28.02.2024;Biedronka;Żywność;Herbata Ananas gruszka Remsey 40g;2;4,39 zł;40;20;;;;   
28.02.2024;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka L;2;10,49 zł;;10;;;;   
28.02.2024;Biedronka;Żywność;Ketchup Pikantny | Kotlin 450g;1;6,59 zł;450;;;;;   
28.02.2024;Biedronka;Żywność;Pierogi ruskie | Nasze Smaki |  1kg;1;11,99 zł;1000;39;;;;   
28.02.2024;Krawcowa;Usługi;Doszycie rzepa do parasolki;1; -   zł ;;;;;; Za darmo 
28.02.2024;Lidl;Żywność;Lasagne bolognese Chef Select 1000g;1;17,99 zł;1000;;;;;   
28.02.2024;Lidl;Żywność;Płatki kukurydziane Nestle 800g;1;15,99 zł;800;;;;;   
28.02.2024;Lidl;Żywność;Polędwica z piersi kurczaka Pikok XXL 250g;2;4,99 zł;250;;;;;   
29.02.2024;Lidl;Żywność;Kiełbasa królewska z szynki | Regionalne szlaki ;1;6,46 zł;324;;;;;   
29.02.2024;Lidl;Żywność;Parówki z szynki wieprzowej PREMIUM | PIKOK | 250g;2;4,99 zł;250;;;;;   
29.02.2024;Wydział;Żywność;Drugie danie;1;20,00 zł;;;;;;   
01.03.2024;Akademik;Czynsz;Czynsz Marzec;1;640,00 zł;;;;;;   
01.03.2024;BILKOM;Usługi;Bilet na pociąg Poznań-Lublin;1;21,29 zł;;;;;;   
01.03.2024;ING;Usługi;Podatek od odsetek z Konta Oszczędnościowego ING;1;2,17 zł;;;;;;   
01.03.2024;PEKA;Usługi;Bilet semestralny 150 dni;1;202,00 zł;;150;;;;   
02.03.2024;Action;Ubrania;Slipy, majtki Jack Parker L | Briefs Cotton stretch;1;16,95 zł;;;;;;   
02.03.2024;Action;Zakupy;Termos/dzbanek 1L Redstone;1;27,95 zł;;;;;;   
02.03.2024;Action;Żywność;Arizona pomegranate Green Tea 500ml;2;3,79 zł;500;;;;;   
02.03.2024;Action;Żywność;Reese's Peanut butter cups 4x42.5g 170g;1;17,95 zł;170;;;;;   
02.03.2024;Apteka Dr.Max;Leki;krem na grzybicę skóry Hascofungin 30g 1g/100g;1;15,42 zł;30;;;;;   
02.03.2024;Express Kuchnia Marche;Żywność;Danie na wagę;1;20,03 zł;590;;;;; 50% zniżki 
02.03.2024;Lidl;Żywność;Chleb na maślance;1;2,99 zł;;;;;;   
02.03.2024;Lidl;Żywność;Filety z makreli w sosie pomidorowym | NIXE | 170g;2;4,75 zł;170;;;;;   
02.03.2024;Lidl;Żywność;Filety z piersi kurczaka Klasa A XXL | Rzeźnik;1;18,74 zł;1876;;;;;   
02.03.2024;Lidl;Żywność;Hummus paprykowy Vamondo 160g;1;3,99 zł;160;;;;;   
02.03.2024;Lidl;Żywność;Ser Holenderska Gouda | Pilos | 300g;2;5,49 zł;300;;;;;   
02.03.2024;Rossmann;Higiena;UNDOFEN spray do stóp i obuwia ALL IN ONE 150ml;1;26,99 zł;150;;;;;   
03.03.2024;Pizzeria na maxa Piątkowo;Żywność;Pizza wiejska na spółę;1;22,50 zł;;;;;;   
04.03.2024;Biedronka;Żywność;Kebab z kurczaka z warzywami | Danie Ekspress | 600g;2;11,99 zł;600;;;;;   
04.03.2024;Biedronka;Żywność;Marchewka z groszkiem | Nasza Spiżarnia | 420g;1;4,94 zł;420;;;;;   
04.03.2024;Biedronka;Żywność;Mąka Babuni pszenna typ 650 | Plon Natury | 1kg;1;2,18 zł;1000;;;;;   
04.03.2024;Biedronka;Żywność;Nudle pomidorowe pikantne 63g | Knor;6;2,56 zł;63;;;;;   
04.03.2024;Lidl;Żywność;Cebula żółta luz;1;2,13 zł;426;;;;;   
04.03.2024;Lidl;Żywność;Ketchup Pikantny | Kotlin 450g;1;6,59 zł;;;;;;   
04.03.2024;Lidl;Żywność;Mleko UHT 3,2% Pilos 1L;6;1,71 zł;6000;;;;; 3+3 gratis 
04.03.2024;Lidl;Żywność;Śmietana 12% Pilos | 400g;1;3,62 zł;400;;;;;   
04.03.2024;Lidl;Żywność;Woda źródlana średnio gazowana Saguaro 1,5L;1;5,94 zł;9000;6;;;;   
04.03.2024;Wydział;Żywność;Drugie danie;1;22,00 zł;;;;;;   
05.03.2024;Lidl;Energetyki;Energetyk Kong Strong Colosus Tropical 500ml;1;3,19 zł;500;;;;;   
05.03.2024;Lidl;Energetyki;Energetyk Kong Strong Colosus Zero 500ml;1;3,19 zł;500;;;;;   
05.03.2024;Lidl;Żywność;Chleb na maślance;2;2,24 zł;;;;;;   
05.03.2024;Lidl;Żywność;Hummus paprykowy Vamondo 160g;1;3,99 zł;160;;;;;   
06.03.2024;Biedronka;Żywność;Cebula żółta luz;1;2,22 zł;570;;;;;   
06.03.2024;Biedronka;Żywność;Miarka Keeeper 1L+0,5L;1;9,99 zł;;;;;;   
06.03.2024;Biedronka;Żywność;Śmietana 12% Mleczna Dolina | 330g;1;2,99 zł;330;;;;;   
06.03.2024;Pasmanteria Duo;Zakupy;Nić biała ariadna 200m;1;4,20 zł;;;;;;   
06.03.2024;Pasmanteria Duo;Zakupy;Sznurek 2.5zł/m;1;5,00 zł;2000;;;;;   
07.03.2024;Allegro;Komputer;Myszka bezprzewodowa Defender MM-665 sensor optyczny;1;25,00 zł;;;;8,50 zł;https://allegro.pl/oferta/myszka-mysz-bezprzewodowa-komputerowa-defender-10861218312;   
07.03.2024;BILKOM;Usługi;Bilet na pociąg Lublin Zachodni - Poznań Główny;1;32,90 zł;;;;;;   
07.03.2024;Lidl;Żywność;Chrzan tarty Kania 60% 160g;2;1,44 zł;160;;;;;   
07.03.2024;Lidl;Żywność;Hummus paprykowy Vamondo 160g;1;2,39 zł;160;;;;;   
07.03.2024;Lidl;Żywność;Hummus z suszonymi pomidorami Vamondo 160g;1;3,99 zł;160;;;;;   
07.03.2024;Lidl;Żywność;Marchewka z groszkiem | Freshona | 330g;1;3,89 zł;330;;;;;   
07.03.2024;Wydział;Żywność;Drugie danie;1;22,00 zł;;;;;;   
08.03.2024;Biedronka;Alkohol;Piwo Łomża Miodowa 0,5L;2;4,79 zł;500;;;;;   
08.03.2024;Biedronka;Żywność;Chicken Paella Danie z kurczakiem po hiszpańsku | Frosta | 450g;2;10,99 zł;450;;;;;   
08.03.2024;Biedronka;Żywność;Przyprawa Suszone pomidory | Kamis 15g;2;1,99 zł;15;;;;;   
08.03.2024;Lidl;Żywność;Woda źródlana średnio gazowana Saguaro 1,5L;1;5,94 zł;9000;6;;;;   
09.03.2024;Auchan;Żywność;Chipsy Oven Baked kurkowe | Lays;2;8,68 zł;;;;;;   
09.03.2024;Biedronka;Żywność;Winogrona różowe luz;1;2,80 zł;280;;;;;   
09.03.2024;IKEA;Żywność;De volaille z puree ziemniaczanym i brokułami + zupa pomidorowa;1;20,30 zł;;;;;; jakiś rabat w godzinach 20.00-20.30 ale nie wiem jaki (24 kotlet + 7 zupa normalnie) 
09.03.2024;Lidl;Żywność;Banan luz;1;1,61 zł;494;;;;;   
09.03.2024;Lidl;Żywność;Granola Neo | Crownfield | 250g;1;6,99 zł;250;;;;;   
09.03.2024;Lidl;Żywność;Jogurt Naturlny kremowy Pilos 400g;1;1,69 zł;400;;;;;   
09.03.2024;Lidl;Żywność;Marchewka z groszkiem | Freshona | 330g;1;3,89 zł;330;;;;;   
09.03.2024;Lidl;Żywność;Pomarańcze Deserowe luz;1;3,27 zł;1108;;;;;   
09.03.2024;Lidl;Żywność;Sól Himalajska jodowana drobnoziarnista | Kuchnia Lidla | 600g;1;4,79 zł;600;;;;;   
09.03.2024;Lidl;Żywność;Śmietana 12% Pilos | 400g;1;3,62 zł;400;;;;;   
11.03.2024;Biedronka;Żywność;Banan luz;1;4,75 zł;1190;7;;;;   
11.03.2024;Biedronka;Żywność;Chicken Paella Danie z kurczakiem po hiszpańsku | Frosta | 450g;2;8,79 zł;450;;;;;   
11.03.2024;Biedronka;Żywność;Filet z piersi z kurczaka | Kraina mięs;1;6,08 zł;609;;;;;   
11.03.2024;Biedronka;Żywność;Filet z piersi z kurczaka | Kraina mięs;1;5,47 zł;548;;;;;   
11.03.2024;Biedronka;Żywność;Jajka na wolnym wybiegu | Moja Kurka L;2;10,49 zł;;10;;;;   
11.03.2024;Biedronka;Żywność;Winogrona bezpestkowe luz;1;9,78 zł;515;;;;;   
11.03.2024;Wydział;Żywność;Drugie danie;1;22,00 zł;;;;;; Kotlet Soute 
12.03.2024;Biedronka;Żywność;Hot dog buns 240g | Schulstad;1;4,99 zł;240;4;;;;   
12.03.2024;Biedronka;Żywność;Parówki z filetem z kurczaka | Kraina Wędlin | 250g;2;3,69 zł;250;;;;;   
12.03.2024;Biedronka;Żywność;Przyprawa Papryka wędzona Kamis 20g;3;1,99 zł;20;;;;;   
12.03.2024;Biedronka;Żywność;Ryż orientalny z kurczakiem i warzywami | Asia flavours 600g;2;12,47 zł;600;;;;;   
12.03.2024;Biedronka;Żywność;Skittles 174g;1;7,48 zł;174;;;;;   
12.03.2024;Glovo;Usługi;Wpłata salda gotówkowego;1;115,55 zł;;; - ;;;   
12.03.2024;Lidl;Żywność;Bułki pszenne hot dog 3x Tastino 180g;2;3,70 zł;180;3;;;;   
12.03.2024;Lidl;Żywność;Chipsy Monster Munch Original 100g;1;6,99 zł;100;;;;;   
12.03.2024;Lidl;Żywność;Woda źródlana średnio gazowana Saguaro 1,5L;1;5,94 zł;9000;6;;;;   
12.03.2024;Lidl;Zakupy;Baterie Micro LR03 1,5V AAA 8x Tronic ;1;10,99 zł;;8;;;;   
12.03.2024;Lidl;Żywność;Bułki mleczne 12 sztuk;1;5,39 zł;480;12;;;;   
12.03.2024;Lidl;Żywność;Chleb Baltanowski;1;1,79 zł;;;;;;   
13.03.2024;Biedronka;Żywność;Kebab z kurczaka z warzywami | Danie Ekspress | 600g;2;8,99 zł;600;;;;;   
13.03.2024;Biedronka;Żywność;Marchewka z groszkiem | Nasza Spiżarnia | 420g;2;3,71 zł;420;;;;;   
13.03.2024;Biedronka;Żywność;Śmietana 12% Mleczna Dolina | 330g;2;2,99 zł;330;;;;;   
13.03.2024;Fryzjer ;Fryzjer;Strzyżenie r.6 i r.9 | Amanda Jędrzejewska;1;35,00 zł;;;;;; Boki nożyczkami i maszynką 6 i 9. 1cm z góry. Z MYCIEM 
13.03.2024;Lidl;Żywność;Filet z piersi z kurczaka | Kurczak Biesiadny;1;15,17 zł;542;;;;;   
14.03.2024;Biedronka;Żywność;Czekolada mleczna z całymi orzechami laskowymi | Nussbeisser | 100g;4;3,45 zł;100;;;;;   
14.03.2024;Biedronka;Żywność;Granola wydokobiałkowa z czekoladą i morelą | GoActive | 200g;1;9,51 zł;200;;;;;   
14.03.2024;Biedronka;Żywność;Jogurt Naturlny Kremowy Fruvita 400g;1;1,69 zł;400;;;;;   
14.03.2024;Biedronka;Żywność;Mleko UHT 3,2% Mleczna Dolina 1L;6;1,65 zł;9000;;;;;   
16.03.2024;Pizzeria na maxa Piątkowo;Żywność;Pizza Kebab 50cm  + sos pomidorowy + salami;1;71,90 zł;;;;4,00 zł;; Taka sobie. po 4 zł za sos i dostawę oraz 8 za dodatkowe salami 
18.03.2024;Biedronka;Energetyki;Energetyk Be Power Apple-Jackfruit  500ml;1;2,49 zł;500;;;;;   
18.03.2024;Biedronka;Energetyki;Energetyk Be Power Lulo 500ml;1;2,49 zł;500;;;;;   
18.03.2024;Biedronka;Energetyki;Energetyk Be Power Pear-Cinnamon;2;2,49 zł;500;;;;;   
18.03.2024;Biedronka;Środki czystości;Płyn do mycia naczyń | Tymek | 1L;2;2,99 zł;1000;;;;;   
18.03.2024;Biedronka;Zakupy;Żarówki 8W 806lm E27 LED Lethe;1;14,99 zł;;3;;;; 360 stopni  50Hz   30 000h  CRI >=80  3000K 
18.03.2024;Biedronka;Żywność;Bakerolls pizza 150g;1;5,99 zł;150;;;;;   
18.03.2024;Biedronka;Żywność;Bulion warzywny Culineo 120g;1;1,99 zł;120;12;;;;   
18.03.2024;Biedronka;Żywność;Gotowe danie Gyros | Hortex | 450g;2;10,99 zł;450;;;;;   
18.03.2024;Biedronka;Żywność;Guma Orbit Peppermint 29g;1;3,13 zł;29;21;;;;   
18.03.2024;Biedronka;Żywność;Guma Orbit Spearmint 29g;1;3,13 zł;29;21;;;;   
18.03.2024;Biedronka;Żywność;Guma Winterfresh 29g;1;3,13 zł;29;21;;;;   
18.03.2024;Biedronka;Żywność;Przyprawa Curry | Kamis 20g;1;1,49 zł;20;;;;;   
18.03.2024;Biedronka;Żywność;Przyprawa do Gyrosa | Kamis | 30g;1;1,49 zł;30;;;;;   
18.03.2024;Biedronka;Żywność;Przyprawa Papryka wędzona Kamis 20g;3;1,49 zł;20;;;;;   
18.03.2024;Biedronka;Żywność;Przyprawa Pieprz Cayenne | Kamis | 15g;1;1,49 zł;15;;;;;   
18.03.2024;Biedronka;Żywność;Przyprawa Suszone pomidory | Kamis 15g;2;1,50 zł;15;;;;;   
18.03.2024;Biedronka;Żywność;Woda lekko gazowana Polaris naturalna woda mineralna 1.5L 6szt;1;7,14 zł;9000;6;;;;   
18.03.2024;Bolt;Usługi;Przejazd bolt Siłownia->Adam;1;13,93 zł;;;;;;   
18.03.2024;Wydział;Żywność;Tiger Classic 250ml;1;4,50 zł;250;;;;;   
19.03.2024;Allegro;Zakupy;Lampka biurkowa ARSA GO KLASYCZNA / LOFT czarny moc do 60 W;1;45,00 zł;;;; -   zł ;https://allegro.pl/oferta/lampka-biurkowa-szkolna-na-biurko-lampa-do-czytania-uchwyt-i-stojak-15182470477;   
19.03.2024;Biedronka;Żywność;Banan luz;1;6,66 zł;1335;;;;;   
